joc_id,comment
NBE05500,I agree with the way of installing new traffic signs. This problem has not been aware of recently. It is time that we should be more tolerant of homosexuality. We can't laugh at people who are not straight.
NBE05448,I agree with you about installing new traffic sign. I think discrimination consciousness to same sex should be lost.
NBE05563,I think it is fair. We should to be fair to all people
NBE05075,I agree with your opinion. We should think these people.
NBE06015,I am opposed to your opinion. Because there is a possibility that the declining birthrate and aging population. Marriage with the opposite sex is I should think of law of nature. Same-sex marriage it should refrain because it may also be a problem in the religious. It might be some people that do not have to put up in people But not ginger. Also in Japan exist opinion like that.
NBE07491,"When I was in New Zealand there was a homo-sexual day and we did some activities to accept homosexual people like ATM on the street was re-painted to ""gAyTM"". For me that activity was so impressive because as you know Japan still take disadvantage on same gender marriage and many people sometimes do not accept homo-sexual people. but I thought, if we do some activities for them, it already recognized them as different. if we really think we should recognize them as normal, I mean same as others, we should not do anything special. We should only make a law for their comfortable lives. I do not disagree to spend tax on doing such kind of activities, but more people do some special things for homosexual people more they might feel uncomfortable."
NBE07503,"I think it is a great challenge to capture many people's attention about gay. This is one of the biggest topic and trend all over the world nowadays. As you know, same sex marriage is now legal in all states in the US. Before that, only a few states allowed same sex marriage so lots of people came to the states to marry. Many people were waited this so there were lots of celebrations everywhere. And it was a big trend that Facebook users changed their profile picture to one with a rainbow filter to celebrate the new law in the US. According to these trends, many people are very positive about gay. It is very delightful change that we are allowed to have the equally right to love someone even if he or she is the same sex and allowed to open it. This change is spreading in many countries like the US and European countries, but I think gay people still hard to live to open that they are gay. Recently, it is getting better environmental for gay people than before. For example, we see more famous people on TV who are gay and sexless clothes are trend now. However, there are still discriminations and I think there are more discriminations in Japan than the US. One of may gay friends told me that he can tell that he is a gay to his American friends but he doesn't want to tell Japanese friends because he is afraid of a prejudice. I think nothing wrong to love someone and they should open it like straight people do. I hope Japan will be the comfortable place for gay people too."
NBE06971,"I learned two things about presentation today. First, I learned the importance of doing eye-contact. I realized eye-contact was necessary to see whether listeners understand the presentation or not. So speakers can give additional explanations when listeners don't understand the presentation. I think we have good communication by doing eye-contact. Secondly, I felt the influence of figures and pictures. Slides help us to understand the presentation deeply. No matter how good the presentation is, it is difficult for listeners to grasp the outline of the presentation."
NBE06972,"I learned two things about presentation today. First, I learned the importance of doing eye-contact. I realized eye-contact was necessary to see whether listeners understand the presentation or not. So speakers can give additional explanations when listeners don't understand the presentation. I think we have good communication by doing eye-contact. Secondly, I felt the influence of figures and pictures. Slides help us to understand the presentation deeply. No matter how good the presentation is, it is difficult for listeners to grasp the outline of the presentation without detailed slides."
NBE07471,"In this class, I gave a presentation in English for the first time, and I became aware that it was very difficult to give a presentation. I learned two important things about presentation. First, I think I should have learned what I was going to say by heart in order to speak more smoothly and to speak with confidence, because when I gave a presentation, I was so nervous that I sometimes forgot what I was going to say. Second, it is very important for us to make eye-contact. By doing it, we can realize whether listener can understand our presentation, or not."
NBE07307,"Through this presentation, I learned the importance of consideration toward listeners. I thought if listeners can't understand the content, the presentation is meaningless. When we set a theme, make slides, and speak, we should not forget to take that into account. A presenter has to give a presentation so that all listeners can comprehend the content perfectly. To do so, a presenter has to make slides which are easy to see and speak clearly using only simple words and making eye contact."
NBE07377,"Before the presentation, I was very nervous and afraid of failing. However, I was encouraged by other presenters' good evaluation for me and I came to think I would like to improve my skills by next presentation."
NBE05237,"I was nervous before the presentation, but it was interesting to tell my friends about my article and had them evaluated. The more presentation I made, the more confidence I got. I want to be careful about not only eye-contact and contents but also my voice in the next presentation."
NBE05404,"From this presentation, I learned some important things such as no reading, speaking smoothly and communicate with listeners. Before the presentation, everyone would feel nervous, but it is good to communicate with listeners while speaking. For example, pointing at slides, asking them questions and check whether listeners understanding or not. My presentation have good points and bad points, so I would like to upgrade my presentation skills."
NBE05173,"This time, I could recognize some points I should improve in presentation. At first, communication with the listeners is most important, I felt. To achieve it, we should make some actions such as making eye contact, loud voice, gesture, and keeping smiling. When a presenter makes communication with the listeners well, they will be attracted to the presentation. I think it is one of the important bases of presentation to pay attention. I would like to make more corrective presentation with using these ways attract my own listeners next my presentation."
NBE07008,"I noticed important points by this presentation. First, we should make noticeable slides as many people pay attention to when we make presentation slides. Second, we should speak more slowly when we do presentation because speech speed of everyday conversation is too first when it comes to presentation. Third, we should make eye contact more often in order to discern listener understanding our presentation when we do presentation ."
NBE06763,"I was nervous before the presentation, but that presentation is a good experience for me. From this presentation, I learned two important things of presentation. Firstly, making eye contact is one of the most effective way to attract attention of listeners. That makes presenter find whether listeners can understand content of presentation. Secondly, we need to speak more clearly. When I listen, I couldn't understand what presenter said because presenter's voice is not so clearly. I want to improve my presentation skill by next presentation."
NBE07190,"I guess I wasn't really as nervous as others were since I'm kind of used to doing such presentation in foreign language. Although it was just a 5 min presentation, it accumulated and became one of my precious experiences."
NBE06853,"My presentation was not bad I think because I got AAA by listeners but if I can I want to remember the text in next time. I learned important of eye-contact. It is good impression by presenter and listeners eye-contact so next time, I want to do that. Secondly, nice Slides help us to understand content easily. Too much words is on the contrary difficulty to understand so we have to insert picture moderately. Lastly we have to choose easy English. Difficult English, for example we have to use dictionary to understand is not help our presentation."
NBE06106,"I learned a lot of things about presentation. First of all, eye-contact is very important. When I take the eye-contact, I can check that partner understand my presentation. If when partner cannot understand my presentation, I should use body language or pointing my slide. In addition, slide is very important for understanding presentation. There are a lot of pictures on the slide, partner can understand my presentation easily. Finally, speaking loudly is very important because if partner cannot hear my voice, partner cannot understand my presentation. All in all, eye-contact, good slide and big voice is very important."
NBE05591,"I learned a lot about what people should endeavor to present. Firstly, too long and too complex slides are very difficult for listeners to understand. I have made my slides the contents of which was complex. I thought that my slides was easy for everyone to understand. However, one of the students said, ""Your slides are long and the contents are very difficult"". I was shocked. So, I will have to try to make so easy slides next time. Secondly, speaking clearly and loudly is important. However difficult slides are, as long as speakers speak clearly and loudly, listeners may understand a little. By the way, all three presenters said ""I will start my presentation"". On the other hand, I said ""I am going to start my presentation. "" I do not know which expression is right. I use ""be going to"" because we use ""be going to"" when we have already decided to do something. In this situation, all three presenters did not expect presenting. That was interesting."
NBE06883,"Through this presentation, I learned the importance of eye-contact. When we talk with our friends, we usually do eye-contact. We could understand their feelings by looking at their eyes, so eye-contact is very important for everyone to communicate with person. However, I was not able to do eye-contact with listeners very well. If I have done eye-contact in my presentation, I could enjoy conversational give-and-take. I was very interested in other presentations and I could broaden my knowledge through this class."
NBE05632,"Eye-contact is good thing to make listener hear and understand speaking things, so I will make an effort to do that more often next time. In addition, to translate difficult words into easy words is useful way to communicate smooth, so I will prepare easy words in order to paraphrase difficult words into them when a listener seems not to understand the meaning. In spite of these reflections, I would like to utilize good points of my presentation like clear slides and voice next time."
NBE07408,"I think English presentation was so difficult, but I must speak more smoothly and look the listener's eyes. In this presentation, I only read my manuscript. This is bad as presentation. Eye contact is the important way of tell what I want to say to others. I don't understand this point. I want to do this at the next. Also presentation's contents and slides are important, too. The good Slides are simply and easily and colorful. We understand almost to read the presentation. But, contents are not simply. The presentation of much substance is good. I learn my presentation is not perfect in this class."
NBE06584,"Through this presentation, I found it was hard to convey my thought. Moreover I had difficulty answering presenter's questions. Since I could not make presentation in easy English, I think that it is necessary to study English harder. It was interesting to share a problem with a partner through presentation."
NBE07122,"I learned importance of speaking in this presentation. If I speak too fast, listeners cannot understand my presentation. If I speak too slowly, listeners are get tired. If I speak too small voice, listener cannot hear my presentation. If I speak too big voice, listener cannot notice important points in my presentation."
NBE06247,"I enjoyed to hear presentations because each theme was interesting and important for us. Through their presentations, I learned following two important points. First of all, when we make a presentation, eye-contact is one of the most important measures to persuade listeners. So, I thought we should not rely too much on memo. In addition, presenter may get nervous, they should try to speak with confidence. If they look without confidence, their speech may not get persuasive. I would like to put these important points in to practice next time"
NBE05898,"I think I was too tense to speak with smile, so the impression of my presentation got gloomy. I learned the importance of impression. I will speak in a cheerful voice and with smile in next time."
NBE05101,"I learned many points to improve my presentation from this class. In many points, slides is most important point, I think. Clear slides help us to understand the presentation smoothly and deeply. If the slides is bad, the presentation is not perfect, no matter how great the presentation is. I want to take in the point I know in this presentation into next one."
NBE06611,"I learned two points about presentation. First point is importance of eye-contact. This action tells me enthusiasm from a presenter and make it easy to hear contents. Second point is confirming whether to understand contents, or not. This action carries interactive communication. I think my presentation is not good because I couldn't speak clear and brief contents. So I want to speak clear, get them in sharp and do two points next time."
NBE06822,"I learn the importance of enthusiasm for telling my presentation. For example, watching listener's eye, and intonation of speaking. If there are things to want to tell, big voice is the most effective. Each people' speaking skill is different, I try to forget the enthusiasm of telling."
NBE06487,"I learned that it was important to pay attention to whether listeners understand the contents of the presentation. This time, I tried to communicate with listeners by making eye contact. Next time, I will give additional explanations to listeners who don't understand main point of the presentation."
NBE06728,"I think I should use easy words that are understood correctly by everyone in presentation. If I use difficult words and long sentence, listeners can't understand my presentation smoothly. Moreover, it's need pictures that are fit with contents and eye contact to be plain enough. It's most important that I have a feeling to say to tell."
NBE05542,"This time, I found presentation difficult. And also, I found it not easy to tell my partner what I wanted to transmit in English. In this presentation, the most important I learned is eye contact. By eye contact. I can check whether my partner understand what I tell. However, I can't look at his or her eyes this time. So, if I do a presentation next time, I'll care for that point."
NBE07036,"Thanks to others' presentation, I learned what I should have care at presentation. There is two things. One thing is that I should make slides easy to understand, using not only pictures but maps and chart and graphics. The other thing is that I should make what I want to say brief. I used too many words to explain my presentation. I should have summarize that."
NBE05450,"I was nervous before the presentation, but by the class finished, l was interested in the presentation. Most people say eye contact is important. I learned the importance of eye-contact on the presentation, too. If l would see presenter's eyes, even if I notice the vocabulary I forgot, I can appreciate his words vaguely. In the next presentation I want to be care about eye-contact."
NBE05741,"I understood difficulty of the presentation. We are called for enough preparation and speaking skills. And, this presentation needed cooperation of our teammate. I was helped much by them. So, in the next time, I'd like to help them in return."
NBE06906,"Giving a presentation, I learned that even if I believed that the vocabulary, content and speed of my presentation are good, the partner may not understand it definitely. It is so important that I think whether the partner listens to my speech easily and to speak while confirming an understanding degree of the partner by various ways such as eye contact and questions."
NBE05710,"I felt difficult for me to conduct presentation. Because I need to pay attention to speak clearly, appropriate speaking speed, use easier word, keep a decent form a page, need eye contact etc, , , . If I will conduct presentation next time, I should especially care about good eye contact and clear voice."
NBE07443,"I learned we should speak slowly in speeching. And, we should avoid using same word many times."
NBE06939,"Before the presentation, I was very nervous and afraid of failing, but I noticed very important points of presentations. First, we need to prepare for presentations seriously. If we don't prepare, we can't do good presentations. Second, we try to communicate with listeners. When we do it, our presentations become great."
NBE07165,"I learned the importance of remembering contents from this presentation. When I tell people about contents, I have to remember the all contents perfectly. So next time, I will remember the all contents and words perfectly in doing presentation."
NBE05515,"Making the presentation was difficult for me. Communication with the other party is important in the presentation. For example, you can speak with smile and take the eye contact. In addition, since it is boring to talk monotonously, it was important that I get to listen willingly to the other party by attaching the strength and gestures. In the presentation I think that it is more important representation of the way than the perfection of the content."
NBE05655,"There was my presentation at the point that the good point had bad a lot. I recognized that presentation was difficult. Good point is script, voice, eye-contact, slide is clear and intelligent. However bad point is that I prepared too late and use difficult word. I cannot These want to continue it in future."
NBE05949,"I learned a lot of things from this presentation. For example, taking the eye contact is most important. If I take the eye contact I can get my points across more than I just read the script without eye contact. Next time I want to give better presentation"
NBE06792,"The first is that eye-contact and quality of the voice and easiness in seeing the slides really help the understanding about the presentation. The second is that it is difficult to have a partner understand one's thing that I want to convey. If there is an opportunity of the presentation next, I make use of having learned this time and I think that I want to do the presentation that is better than this presentation."
NBE06186,"English presentation is too difficult for me. There are many times not to be able to rephrase English from Japanese which I want to say. So, I'm not satisfied in my presentation and I found a lot of things to learn from other presentation. I felt good presentation has good slide, easy contents, clear speaking and many eye contacts. I want to take care of clear speaking and many eye contacts especially."
NBE05688,"I learned it was difficult to make listeners understood what I wanted to tell only by oral communication. Because they don't have information of my topic, so presenter have to explain carefully and not to forget to check if listeners can understand correctly. In my presentation, I paid attention to the way of speaking. For example, I changed my vice tone to emphasize main point or important words. So I think I didn't read the draft and can communicate with listeners. However, I used several technical words, so I had to use much simpler words."
NBE06038,"For me the presentation in English is very rare, so it was good experience, I think. I heard presentation of my classmates and I have to learn from those. When explaining news topic, the ways are so various. I want to know and acquire how to explain best."
NBE06550,"I learned something in the last class. First, using many data or graphs in presentations is very important because it helps listeners understand my own presentation. Second, it is not easy to make eye contact with listeners especially English speech. I was absorbed in speaking English and I tended to see the draft of the speech. Moreover, telling the main point of the presentation in easy English was not as easy as I had expected."
NBE07254,"I learned two things in this class. First, I found to make eye-contact is important to make a listener to listen and concentrate on my presentation. Second, I found to use simple word is important for a listener to understand about my presentation."
NBE05845,"I believe that every good presenter has passion to make others understand. Certainly, speaking English fluently and using clear slides is good. However, the most important thing to make good presentation is passion to make others understand. In addition, every good presentation has useful data. the data contribute to understanding topic. Also, I should have researched sufficiently. A lack of information makes bad presentation."
NBE06671,"I learned it isn't necessary to tell a lot of matters. I feel that I told many trivial things, so listeners might be confused by my presentation. Moreover my last questions are not easy. I think if they were main points, listeners could ask them."
NBE06424,"This time, I can learn the way of presentation. One of the difficult points is making listeners understand the news which I want you to know. However, I listen everyone's presentation and I think that my skill of presentation is developed this time."
NBE06150,"We may do many different devices to have a listener understand contents of the presentation. Even if it is very bothersome, to make a good presentation, we have to try to make an effort to it. For example, thinking what are the components of a good presentation are very important, I think."
NBE06522,"I was surprised at qualities of members in my team Le Monde. Before I announced my presentation, team India's may be the best of my class. However, on speaking I notice its difficulty, and also I recognized how well my teammates speak. I'll want to make use of this experience next time."
NBE05266,"I think English presentation is very difficult. Because, I couldn't speak smoothy and make eye contact with listener so much. I think I should understand and study my article to do good presentation. I couldn't this things this time."
NBE05044,Preparation is the most important thing when Japanese people do an English presentation. Last class taught me this thing. I want to prepare more detail for the next time.
NBE05366,"I felt it was important to prepare for the presentation. I should have chosen easier words for listeners to understand more clearly. If I get one more chance of presentation, I want to improve my presentation."
NBE05293,Presentation is most difficult and important thing for me because I don't get accustomed to doing it. So I think it is necessary to prepare not only what I want to say but also how to speak and represent. I need to represent myself in English fluently.
NBE07378,"I think so, too. I have to improve my English more harder than before."
NBE05149,"When I talked about my presentation, I did not prepare to speak and to understand well my presentation. Therefore, my presentation was not organized. Next time, I want to work hard and to try to prepare my presentation completely. For example, I have to make power point clearly and to practice to speak. Add to this, I want to make eye contact and body language. So my presentation will be much better!!"
NBE05127,"I think there are many important to make good presentation. First of all, nice power point is needed. It should be easy to read and understand for the audience. For example, difficult to see color such as yellow is not proper, I think. Next, paying attention toward the audience is also important. When you speak in front of other people, you should not look down. Eye contact is very important. Lastly, we have to memorize what we are going to speak. Being at a loss for words is not good. And we had better to do rehearsal for many many times."
NBE06645,"It was the first time for me to make a presentation in English. I was a little bit nervous. But my presentation for the most part went well. However, better presentation could be offered. First, I felt my voice was a bit difficult to hear for some person. Second, I don't know whether I can make eye-contact well each other. So, if I get a chance to make a presentation again, I want to make a better presentation than that of today."
NBE05870,"I had never made presentation in English, and this presentation was very fresh, interesting and exciting activity. I think my presentation is not so bad, but has many things to desire. First, I speak a little fast, so what I said was uneasy to understand for listeners. This is because it included too many contents. Good presentation only tells only important information. Second, I should have taken more eye-contact with my partner. Communication is also important factor. Presentation is made by not only speaker, but also listener. I learned that I should think in a position of audience who I talk to."
NBE05869,"I agree with your opinion, especially memorizing content. In this class, we printed out our power point, so writing down some words behind is effective way. It is not necessary to write all sentences, just only key words. And then we can avoid loss for words and learn ad-lib speaking."
NBE05777,"My reflection point in this presentation is that I couldn't say fluently. So, I'd like to improve my script which is too long to tell the story and I will cut the useless sentences. Furthermore, I was wrong about timing to change the slides, so I should have practice more."
NBE06583,"I think so, too. Through this presentation, I learned a lot. I think it is important to be considerate of my partner."
NBE05810,"I learned many things throughout this presentation. First, It is so important to use the eye-contact. I'm not used to make eye-contact because I'm shy. However if you want to make them understood. Second I need to speak clearly when speaking English. Since English is not the our first language, it is so hard to understand it when it is not clear. I think I will have the opportunity to do presentation in class someday again. In that case, I will do my best."
NBE05564,I think English presentation is very difficult. I cannot communicate what I want to tell smoothly. I have to improve my English speaking ability.
NBE07096,"I felt very sad when I first heard about this news. Prime Minister is the top of Japan so at least he should be respected by people in Japan. However, the reality is so cruel that he got jeered by important anniversary day in Okinawa. I do not agree with the idea of changing Pacific Stance and constitution. Therefore, Abe should think about how people feel, not how Americans feel or demand."
NBE06673,"It's difficult problem to solve whether for US troops to stay in Okinawa or to move away from Okinawa. Indeed it's heavy burden for Okinawa and people in Okinawa ask US troops to move away, but Okinawa is important place strategically. Especially, advance of China prove a great menace of Japan. Therefore we should discuss this problem."
NBE05239,"I think government should be more careful about the American bases in Okinawa. People in Okinawa must have suffered from the existence of American troops. When I went to Okinawa, I thought the sound of Osprey was noisy. It noises all day. Such an experience may increase the people's opposition to government. Abe should try to decrease the burden of Okinawa."
NBE05405,"I think this is a difficult problem, but I think Japanese government should more think seriously about US military facilities in Okinawa. When I went there last year, I was surprised that there were so large US bases, so I wonder the noises of bases would affect local people's life. However, some local people make their living by working at shop for solders. So this is very complicated problem, but I think government should try to reduce it."
NBE06977,"Nowadays, the discussion on Article 9 of the Constitution is incandescent in Japan. The Prime Minister Shinzo Abe visited Okinawa to deliver a speech in this serious time. According to the current poll, only 29% of respondents support the Abe's security bills, while 53% oppose. Okinawa is a region where the only ground battle has been carried out in Japan. Therefore, people living in Okinawa have higher interest in this speech. NHK apparently did not report that the Prime Minister Abe was openly heckled by people in there. The difference of the foreign media and Japanese media was so impressive for me. I think the Japanese media should tell true things directly."
NBE06975,"I felt very sad too when I read this news because Prime Minister is elected by the Japanese, and he tries to realize our hopes. So I think we should not jeer him. If people have some complaint, they have to appeal in another way. I agree with your idea that Abe should think about how people feel. it is difficult to solve this problem, but Abe should host more meetings about American bases in Okinawa."
NBE06974,"I agree with you because many Okinawa's people claim that the Japanese government should move American bases away from Okinawa. I think Okinawa's people receive a return by American bases. If the Japanese government continues to set American bases in Okinawa, Okinawa's people have the right to ask for return for he aid."
NBE06973,"I agree with you because many Okinawa's people claim that the Japanese government should move American bases away from Okinawa. I think Okinawa's people don't receive a return by American bases. If the Japanese government continues to set American bases in Okinawa, Okinawa's people have the right to ask for return for aid."
NBE06976,"It is good your example to understand the Okinawa's present. I have heard the news that people suffered from a serious illness because of noise. In the past, Okinawa's people sued the country for their damage from the sound of airport in 'Futenma'. It is difficult problem, but the Japanese government should solve it immediately."
NBE06884,"I think this problem is very important for Japan. It has been just 70 years since the Second World War came to an end, but we should remember this war forever. When I was a junior high school student, I went to Okinawa on a school excursion. The main purpose of this excursion was not to commune with nature but to work the importance of peace. I was very surprised to realize the truth about this war. People in Okinawa told us to keep conveying how cruel it was, so we have a duty to think about it. I think it is natural that people tend to become emotional to listen Abe's speak. It is the evidence that people think about the peace in Japan seriously. To be indifferent is irresponsible. We must keep discussing the peace."
NBE06700,"There are so many US bases in Okinawa. It's big problem, but they are really important for Japanese security. Umm. I think, biggest problem is Okinawa got and will get too much money from Japanese government as a Okinawa outlays. The amount of that money is amazingly 2.7 billion dollars(33 billion yen)in each year. Okinawa economics depend on this money. It's not good for Okinawa in long term, I mean Okinawa has to grow their economy themselves and make it strong."
NBE06109,"I think that Japanese people should think about a military base. This spring vacation, I visited Okinawa. Then I looked American base near the American village. I looked an airplane took off from the base. The airplane was very fast, so I think that it is very dangerous. Around the american base was very noisy. Therefore I think that the base gives harm to neighboring inhabitants. There are various opinions about the armed forces. However many people think that we have nothing to do with this problem. All in all, I strongly believe that all Japanese people should think about American bases in Okinawa."
NBE07473,"I am opposed Prime Minister Sinzo Abe reinterpreting the pacifist constitution. However I agree to revise the constitution. It is necessary for two points of view, I think. First, if we leave the Constitution of Japan as it is, Article 9 of the Constitution is incompatible with right to collective self-defense. We should revise the Article 9 of the Constitution, and specify the existence and the part of the Self-Defense Force. If we reinterpret the pacifist constitution, it only makes vagueness about the Self-Defense Force. Second, to revise the constitution is not equal to plunging into war, and we have to be able to defend our country against the enemy. A speech full of high-sounding ideas leads to decline the strength of a nation."
NBE07166,"I think not waging is most important thing for Japan. If war will happen by reinterpreting the pacifist constitution, I opposed the government of Prime Minister Sinzo Abe. The war hurt many people not only Japanese troops but also American troops. We have to avoid this situation as far as possible."
NBE07380,"Indeed, US air bases bring great harm to Okinawa and eliminating them may be the best way to remove that pain. However, they are key to Japanese defense capacity. In addition, it needs a enormous costs if we build a new substitute base, so removing the bases from Okinawa is very difficult, I think."
NBE06824,"I think this is a difficult problem. If I ware people in Okinawa, I were angry with Abe like people in article. However, there are no place where the American bases are replaced. We should think a new solution to solve this problem."
NBE07257,"I thought that it is difficult problem when I heard this news. And I thought that people who live in Okinawa should not do only jeering Shinzo Abe, because this action doesn't make better solution. Japanese government should think better solution about this problem and think as people who live in Okinawa . For example, to move the base to the island where people don't live in very much in Japan."
NBE07308,"As this article says, it is a very uncommon occurrence for a Japanese Prime Minister to be openly heckled by general public. I think it proves that the Okinawans' complaint reaches its peak. I think Abe should care about them more. I can't agree with recent Abe's strong stance on changing Japan's security arrangements. If he keeps it, I think the approval rate will continue to fall."
NBE05746,"I think, the reaction is reasonable for people in Okinawa. Okinawa has the terrible history. Many people still suffer from it. Besides, there are many US military base and these are threatening their way of life. So, it is natural that they got angry to Abe's insensitive attitude. Japanese government should concern Okinawan more."
NBE07063,"Okinawa has a lot of US military bases. It's very serious and difficult problem. When I went to the Futenma base of Okinawa last year, I found that the residential area is very near the base. It is natural that people in Okinawa have dissatisfaction in the base and Abe's policy. Government should do their best."
NBE05779,"Today, Okinawa has a lot of bases. It's natural that Okinawans should be angry for this. However, we shouldn't jeer in the reception marked the 70th anniversary of the battle of Okinawa. It is being a glorious. No matter how angry, they shouldn't bring their thinking in it."
NBE06701,"Your are right in point of capturing feelings of Okinawans, but Japanese government has already concerned about Okinawans in a way that giving money. It's just money but 300 billion yen for each year. I think it so large support for them."
NBE06586,"It is a serious problem that we must think about. I take a neutral position. I understand their worry about Abe's policy, while they are not allowed to jeer at Prime minister Shinzo Abe. Unless the two sides understand mutual thought, they will not make concessions."
NBE06855,"Okinawa has the history that Okinawa was occupied by the US military. It is result of Japan's ability lack of defense Okinawa in WW2. After the war, US military thought Okinawa is the best place to display the power of USA in east Asia, so they have kept place their base though Okinawa was returned to Japan in 1972. Now, Okinawa is the forefront of Japan defense so there is no choice to remove all of the base but I think Japan and USA have to relieve Okinawa's burden. If we won't do so, Okinawa people's anger will be harsher."
NBE05595,"It is very rude to jeer the Prime Minister at the formal ceremony. In Japan freedom of speech is secured in the Constitution of Japan, even the statement that ""Two newspaper in Okinawa should be dissolved. "" by one private writer Hyakuta Naoki. But the jeer at the ceremony is blameworthy. It is illogical. No one is allowed to interrupt the ceremony. By the way, we should know that all people in Okinawa disagree with the relocation of a US military base to Henoko. Rather, people in Henoko agree with that relocation. To cope with the threat of China, presence of US military is necessary."
NBE05518,"Reducing American bases significantly would be impossible, but it should reduce at least from current situation. To impose the burden on Okinawa is not good. Terrorism cannot be prevented only there is a base. National defense should be reconsidered by a national."
NBE06489,"Under the present circumstance, it is difficult to improve the relationship between Okinawa and the Japanese government. In the Hatoyama administration of the Democratic Party, he said that ""to outside the prefecture at least. "" I assumed that his remark made US military base problem complicated. The government lost the trust of people in Okinawa. However, I think not only people in Okinawa but the Japanese should consider Japan's future seriously in the 70th anniversary of the end of the war."
NBE05981,"It is very important and difficult issue. We should think it and we must not wage the war again. The Japan of today, people argue security-related legislation heatedly. I want the politicians to argue this issue carefully."
NBE05980,I agree with you. They should avoid such action at the grave ceremony even though they have bad feeling for PM Abe. I think that there are many different ways that they claim their opinions.
NBE05871,"I think it is not too much saying that the jeering at Abe in inevitable. Now his political policy is not agreed by many people. The lowest rate of the support for his cabinet shows this fact. Of course, battle of Okinawa ceremony is so important and should not be interrupted. But, the residents of Okinawa are the people who know it best. The locals who heckled Abe must also have known that. Maybe, they cannot help hitting dissatisfaction to Abe. They wanted to show their anger and disagreement with Abe's policy in public. So, Abe should take this jeering seriously as the local's voice."
NBE05543,"I think jeering Prime Minister Shinzo Abe in the ceremony is not good. I guess a complaint of people in Okinawa about noise of American army. And also, I take it granted for they get angry. However, such an action shouldn't be done in the formal ceremony. This news were reported all over the world. Japanese people would be thought as people without common sense."
NBE06730,"The problem of moving US bases in Okinawa is difficult, because everyone don't allow move where they live in. I understand the people in Okinawa angry with Japanese government. That Mr. Abe appeared ignored the beer is good but the government should discuss them about this problem. And all Japanese people should know history of Okinawa and think about the US bases in future."
NBE05872,"Your opinion is very interesting. In Japan, it is rare that people jeer at prime minister rudely at formal ceremony, as the news story said. But, in this case, the local's jeering at Abe is the natural reaction to the policy of present cabinet. And they have a purpose to show their anger to him by daring to heckle rudely him in the ceremony. In formal ceremony, Abe cannot ignore their voices. In addition, I think a little differently to you regarding the presence of US military. Strong connection with America may be taken as hostility by China. So we must discuss it carefully."
NBE07009,The problem that American bases should be moved to main land is very difficult to solve because Okinawa is imposed on too big burden but Okinawa is very important in view of military geography. Therefore Japanese government must convince the people of Okinawa that American bases are necessary to protect Japan.
NBE06249,"I disagree with the policy of Abe administration. If reinterpretation of the pacifist constitution is allowed, Japan would face a crisis of war. Though I have not experienced war, I understand how dreadful war is. Therefore, I never want to experience the war. We have to consider about this issue and try to find out the proper way to avoid the war."
NBE06248,I agree with you. Not waging war is not only important for Japanese people but also people of other countries. We should find out the way of not allowing reinterpretation of the pacifist constitution.
NBE06250,"Surely, it is hard job to remove the US bases from Okinawa. However, I strongly believe that we should put away the heavy burden of Okinawa by removing or reducing the bases."
NBE06613,"I can understand Okinawan posture. They suffer many harms from US troops. But I still think Japan need US bases. If we eject them, Japan will be aim by neighbor Asian country, for example, Korea and China. We can get security and relief therefore we are protected by them. Only Japanese Self-Defense Forces can't protect there. So I agree with Abe's policy."
NBE05634,"I disagree with Abe's quest to end Japan's strictly defensive posture recently because there are possibility that we will be involved in the dangerous situation. Even if he says that we won't be involved in the war, the situation of the future can't be known to anyone. Once the war brakes out, the cruelty of the war stays with people in that generation for long time. In addition, we should keep in mind that people in Okinawa have long been asked to carry a big burden for our security."
NBE05633,"I agree with your idea that Okinawa got and will get too much money from Japanese government and it's not good for there in long term, but I think making new original industry by using given money is important now."
NBE06425,"I disagree with the policy of Abe administration. Okinawa has serious and difficult problems about a lot of US military bases. Under this circumstance, it is difficult to improve the relationship between Okinawa and the Japanese government. The people who live in Okinawa wanted to show their anger and disagreement with Abe's policy in public. So, Abe should take this jeering seriously as the local's voice and should look for a breakthrough."
NBE05544,"I think so , too. Japanese government is forced to take consideration both of people in Okinawa and American government. In this situation, making decision must be difficult. However, if they put off taking measures, the problem won't be solved."
NBE05742,"I agree with you. We don't know about WWII enough. Besides, understanding of history is different by each countries, that have caused many problems. So, we should learn and discuss our nation's history more deeply and mustn't forget the terrible affair."
NBE05743,"I think so too. If nobody complain to Abe, our democracy break down. We shouldn't forget the main constituent of the politics is Japanese citizen. Not politician. ""Abe cannot ignore them"" in your opinion is very important."
NBE07343,"I understand how Okinawans feel, but at the same time I think it is not only Prime Minister Abe's fault. He is doing his best trying to reduce their burden as much as possible as he said in his speech. I hope Okinawans will stop jeering or complaining and instead, we, including Okinawans and others like me should focus on finding out solutions. I would like to think about why the American bases are still in Japan while nobody wants it in his neighborhood. And if we still need bases. where can be used?"
